syllable,label,unicode,population,audit_n,audit_wrong,audit_rate,exp_wrong,ocr_chars,dict_ok,tiers
long,𢚸,U+226B8,1,0,0,,,尋,True,GOLD
loài,類,U+985E,1,0,0,,,類,True,GOLD
lu,𢗼,U+225FC,1,0,0,,,庐,True,GOLD
luy,累,U+7D2F,1,0,0,,,累,True,GOLD
là,邏,U+908F,1,0,0,,,遥,True,SILVER
làm,滥,U+6EE5,1,0,0,,,滿,True,GOLD
lành,伶,U+4F36,1,0,0,,,净,True,SILVER
lào,𣒲,U+234B2,1,0,0,,,萍,True,GOLD
lác,落,U+843D,1,0,0,,,楽,True,SILVER
lái,里,U+91CC,1,0,0,,,鬚,True,SILVER
lâm,淋,U+6DCB,1,0,0,,,淋,True,GOLD
lây,淶,U+6DF6,1,0,0,,,淶,True,GOLD
lê,莉,U+8389,1,0,0,,,苐,True,GOLD
lìa,离,U+79BB,1,0,0,,,者,True,SILVER
lìa,里,U+91CC,1,0,0,,,里,True,GOLD
lò,𢗼,U+225FC,1,0,0,,,庐,True,GOLD
lòng,情,U+60C5,1,0,0,,,毒,True,GOLD
lóc,六,U+516D,1,0,0,,,六,True,GOLD
lóc,祿,U+797F,1,0,0,,,祿,True,GOLD
lô,芦,U+82A6,1,0,0,,,芦,True,GOLD
lùng,弄,U+5F04,1,0,0,,,屏,True,SILVER
lúc,𠯿,U+20BFF,1,0,0,,,云,True,GOLD
lăng,朗,U+6717,1,0,0,,,朗,True,GOLD
lăng,𥟀,U+257C0,1,0,0,,,𥟀,True,GOLD
lĩnh,領,U+9818,1,0,0,,,領,True,GOLD
lước,約,U+7D04,1,0,0,,,約,False,SILVER
lưỡi,礼,U+793C,1,0,0,,,祗,True,SILVER
lạ,異,U+7570,1,0,0,,,畏,True,GOLD
lạ,𨓐,U+284D0,1,0,0,,,造,True,GOLD
lại,尼,U+5C3C,1,0,0,,,尼,True,GOLD
lạnh,泠,U+6CE0,1,0,0,,,泠,True,GOLD
lấv,礼,U+793C,1,0,0,,,礼,False,SILVER
lấy,以,U+4EE5,1,0,0,,,以,True,GOLD
lấy,娎,U+5A0E,1,0,0,,,誓,True,GOLD
lặng,𠻴,U+20EF4,1,0,0,,,嘲,True,GOLD
lếch,歷,U+6B77,1,0,0,,,𤴓,True,SILVER
lỏng,弄,U+5F04,1,0,0,,,弄,True,GOLD
lỗ,魯,U+9B6F,1,0,0,,,魯,True,GOLD
lỗ,鲁,U+9C81,1,0,0,,,鲁,True,GOLD
lội,耒,U+8012,1,0,0,,,耒,True,GOLD
lời,唎,U+550E,1,0,0,,,知,True,GOLD
lời,行,U+884C,1,0,0,,,行,True,GOLD
lở,吕,U+5415,1,0,0,,,吕,True,GOLD
lục,録,U+9332,1,0,0,,,録,True,GOLD
lụt,𣹕,U+23E55,1,0,0,,,雄,True,GOLD
ma,麼,U+9EBC,1,0,0,,,黁,True,GOLD
ma,麽,U+9EBD,1,0,0,,,庻,True,GOLD
mac,黙,U+9ED9,1,0,0,,,黙,False,SILVER
mat,末,U+672B,1,0,0,,,末,False,SILVER
mon,門,U+9580,1,0,0,,,圈,True,SILVER
muon,悶,U+60B6,1,0,0,,,悶,False,SILVER
muon,門,U+9580,1,0,0,,,門,False,SILVER
muốn,闷,U+95F7,1,0,0,,,闷,True,GOLD
mà,傌,U+508C,1,0,0,,,馮,True,GOLD
mà,𣻕,U+23ED5,1,0,0,,,滿,True,GOLD
mâm,盤,U+76E4,1,0,0,,,錠,True,SILVER
mây,𩄎,U+2910E,1,0,0,,,霄,True,GOLD
mây,𩄲,U+29132,1,0,0,,,霆,True,GOLD
mão,帽,U+5E3D,1,0,0,,,帽,True,GOLD
mìnhép,命,U+547D,1,0,0,,,命,False,SILVER
món,門,U+9580,1,0,0,,,門,True,GOLD
mô,謨,U+8B28,1,0,0,,,謨,True,GOLD
mô,谟,U+8C1F,1,0,0,,,莫,True,GOLD
mông,䝉,U+4749,1,0,0,,,䝉,True,GOLD
mông,蒙,U+8499,1,0,0,,,蒙,True,GOLD
mùi,未,U+672A,1,0,0,,,未,True,GOLD
mũ,帽,U+5E3D,1,0,0,,,倮,True,SILVER
mươi,𨒒,U+28492,1,0,0,,,迊,True,GOLD
mươl,邁,U+9081,1,0,0,,,邁,False,SILVER
mượn,漫,U+6F2B,1,0,0,,,漫,True,GOLD
mạng,命,U+547D,1,0,0,,,命,True,GOLD
mấy,𢵯,U+22D6F,1,0,0,,,蜀,True,GOLD
mầu,牟,U+725F,1,0,0,,,牟,True,GOLD
mật,密,U+5BC6,1,0,0,,,密,True,GOLD
mắc,墨,U+58A8,1,0,0,,,墨,True,GOLD
mắng,莾,U+83BE,1,0,0,,,莾,True,GOLD
mặc,墨,U+58A8,1,0,0,,,墨,True,GOLD
mẹnghe,宜,U+5B9C,1,0,0,,,宜,False,SILVER
mẻ,美,U+7F8E,1,0,0,,,美,True,GOLD
mẻ,羙,U+7F99,1,0,0,,,羙,True,GOLD
mến,免,U+514D,1,0,0,,,免,True,GOLD
mềm,綿,U+7DBF,1,0,0,,,陵,True,SILVER
mệnh,命,U+547D,1,0,0,,,命,True,GOLD
mọi,𤞦,U+247A6,1,0,0,,,海,True,GOLD
mọn,𨳒,U+28CD2,1,0,0,,,閉,True,GOLD
mốt,没,U+6CA1,1,0,0,,,没,True,GOLD
mốt,蔑,U+8511,1,0,0,,,戛,True,SILVER
mộc,木,U+6728,1,0,0,,,木,True,GOLD
một,堆,U+5806,1,0,0,,,堪,True,GOLD
một,𠬠,U+20B20,1,0,0,,,支,True,GOLD
mới,貝,U+8C9D,1,0,0,,,貝,True,GOLD
mừng,朋,U+670B,1,0,0,,,朋,True,GOLD
mỹ,美,U+7F8E,1,0,0,,,美,True,GOLD
n,廛,U+5EDB,1,0,0,,,乇,True,SILVER
nau,耨,U+8028,1,0,0,,,熸,True,SILVER
ngang,昻,U+663B,1,0,0,,,昻,True,GOLD
ngao,傲,U+50B2,1,0,0,,,傲,True,GOLD
ngays,時,U+6642,1,0,0,,,時,False,SILVER
nghe,冝,U+519D,1,0,0,,,冝,True,GOLD
nghĩ,察,U+5BDF,1,0,0,,,𠔃,True,SILVER
nghỉ,持,U+6301,1,0,0,,,持,True,GOLD
nguyen,願,U+9858,1,0,0,,,願,False,SILVER
nguôi,嵬,U+5D6C,1,0,0,,,嵬,True,GOLD
ngâm,汵,U+6C75,1,0,0,,,冷,True,GOLD
ngôn,言,U+8A00,1,0,0,,,言,True,GOLD
ngăn,垠,U+57A0,1,0,0,,,垠,True,GOLD
ngăn,銀,U+9280,1,0,0,,,限,True,GOLD
ngơi,宜,U+5B9C,1,0,0,,,宜,True,GOLD
người,匕,U+5315,1,0,0,,,匕,True,GOLD
người,命,U+547D,1,0,0,,,裔,True,GOLD
người,辞,U+8F9E,1,0,0,,,缶,True,GOLD
ngược,虐,U+8650,1,0,0,,,虐,True,GOLD
ngả,我,U+6211,1,0,0,,,我,True,GOLD
ngầm,吟,U+541F,1,0,0,,,吟,True,GOLD
ngọn,阮,U+962E,1,0,0,,,吃,True,SILVER
ngữ,語,U+8A9E,1,0,0,,,語,True,GOLD
nhiều,迻,U+8FFB,1,0,0,,,多,True,GOLD
nhung,扔,U+6254,1,0,0,,,仍,True,GOLD
nhuộm,染,U+67D3,1,0,0,,,染,True,GOLD
nhát,拮,U+62EE,1,0,0,,,祓,True,SILVER
nhân,固,U+56FA,1,0,0,,,固,True,GOLD
nhìn,忍,U+5FCD,1,0,0,,,忍,True,GOLD
nhìn,認,U+8A8D,1,0,0,,,認,True,GOLD
nhông,越,U+8D8A,1,0,0,,,或,True,SILVER
như,茹,U+8339,1,0,0,,,汝,True,GOLD
nhưng,因,U+56E0,1,0,0,,,只,True,GOLD
nhất,弌,U+5F0C,1,0,0,,,之,True,GOLD
nhậm,任,U+4EFB,1,0,0,,,任,True,GOLD
nhận,忍,U+5FCD,1,0,0,,,忍,True,GOLD
nhận,認,U+8A8D,1,0,0,,,認,True,GOLD
nhằm,任,U+4EFB,1,0,0,,,任,True,GOLD
nhặm,任,U+4EFB,1,0,0,,,任,True,GOLD
nhị,二,U+4E8C,1,0,0,,,二,True,GOLD
nhổ,吐,U+5410,1,0,0,,,哇,True,GOLD
nhờ,如,U+5982,1,0,0,,,如,True,GOLD
ni,伲,U+4F32,1,0,0,,,北,True,GOLD
ni,坭,U+576D,1,0,0,,,忠,True,GOLD
ninh,寧,U+5BE7,1,0,0,,,寧,True,GOLD
niết,湼,U+6E7C,1,0,0,,,湼,True,GOLD
nu,市,U+5E02,1,0,0,,,凼,True,SILVER
nua,奴,U+5974,1,0,0,,,双,True,GOLD
nuoi,餒,U+9912,1,0,0,,,餒,False,SILVER
nuốt,啐,U+5550,1,0,0,,,啐,True,GOLD
nào,牢,U+7262,1,0,0,,,牛,True,GOLD
này,又,U+53C8,1,0,0,,,丈,True,GOLD
này,怩,U+6029,1,0,0,,,泥,True,GOLD
nê,泥,U+6CE5,1,0,0,,,泥,True,GOLD
nê,𡰱,U+21C31,1,0,0,,,君,True,SILVER
nên,麻,U+9EBB,1,0,0,,,麻,True,GOLD
nói,曰,U+66F0,1,0,0,,,曰,True,GOLD
nôngiau,奏,U+594F,1,0,0,,,奏,False,SILVER
nước,娘,U+5A18,1,0,0,,,硬,True,GOLD
nước,搩,U+6429,1,0,0,,,據,True,GOLD
nước,珠,U+73E0,1,0,0,,,珠,True,GOLD
nước,著,U+8457,1,0,0,,,妻,True,GOLD
nảy,乃,U+4E43,1,0,0,,,乃,True,GOLD
nắng,曩,U+66E9,1,0,0,,,襄,True,GOLD
nằng,䏻,U+43FB,1,0,0,,,䏻,True,GOLD
nẻo,裊,U+88CA,1,0,0,,,長,True,SILVER
nối,綏,U+7D8F,1,0,0,,,綏,True,GOLD
nổ,弩,U+5F29,1,0,0,,,弩,True,GOLD
nở,女,U+5973,1,0,0,,,妄,True,SILVER
oai,威,U+5A01,1,0,0,,,威,True,GOLD
ong,容,U+5BB9,1,0,0,,,容,True,GOLD
pha,芭,U+82AD,1,0,0,,,芭,True,GOLD
phai,沛,U+6C9B,1,0,0,,,姊,True,SILVER
phal,沛,U+6C9B,1,0,0,,,沛,False,SILVER
phan,蹯,U+8E6F,1,0,0,,,暦,True,GOLD
phao,拋,U+62CB,1,0,0,,,拋,True,GOLD
phe,批,U+6279,1,0,0,,,批,True,GOLD
phi,苤,U+82E4,1,0,0,,,至,True,GOLD
phi,飞,U+98DE,1,0,0,,,之,True,GOLD
phiên,蹯,U+8E6F,1,0,0,,,牛,True,SILVER
pho,付,U+4ED8,1,0,0,,,付,True,GOLD
phong,風,U+98A8,1,0,0,,,風,True,GOLD
phái,伂,U+4F02,1,0,0,,,布,True,GOLD
phô,抪,U+62AA,1,0,0,,,怖,True,GOLD
phô,舖,U+8216,1,0,0,,,舖,True,GOLD
phù,浮,U+6D6E,1,0,0,,,浮,True,GOLD
phút,筆,U+7B46,1,0,0,,,丶,True,SILVER
phạt,伐,U+4F10,1,0,0,,,成,True,GOLD
phật,佛,U+4F5B,1,0,0,,,佛,True,GOLD
pô,穌,U+7A4C,1,0,0,,,穌,False,SILVER
quan,軍,U+8ECD,1,0,0,,,軍,True,GOLD
que,圭,U+572D,1,0,0,,,圭,True,GOLD
quyết,决,U+51B3,1,0,0,,,决,True,GOLD
quyển,卷,U+5377,1,0,0,,,卷,True,GOLD
quyển,巻,U+5DFB,1,0,0,,,巻,True,GOLD
quái,怪,U+602A,1,0,0,,,怪,True,GOLD
quân,筠,U+7B60,1,0,0,,,筝,True,GOLD
quản,管,U+7BA1,1,0,0,,,管,True,GOLD
quế,挂,U+6302,1,0,0,,,挂,True,GOLD
quế,桂,U+6842,1,0,0,,,桂,True,GOLD
quốc,國,U+570B,1,0,0,,,國,True,GOLD
ra,群,U+7FA4,1,0,0,,,詳,True,GOLD
ra,𦋦,U+262E6,1,0,0,,,臨,True,GOLD
rac,落,U+843D,1,0,0,,,落,False,SILVER
rai,淶,U+6DF6,1,0,0,,,侍,True,SILVER
rao,牢,U+7262,1,0,0,,,牢,True,GOLD
rau,娄,U+5A04,1,0,0,,,娄,True,GOLD
run,敦,U+6566,1,0,0,,,敦,True,GOLD
ruồi,耒,U+8012,1,0,0,,,耒,True,GOLD
ràng,床,U+5E8A,1,0,0,,,辰,True,GOLD
rét,洌,U+6D0C,1,0,0,,,洌,True,GOLD
ròng,用,U+7528,1,0,0,,,用,True,GOLD
răn,𡂰,U+210B0,1,0,0,,,鄰,True,GOLD
răng,凌,U+51CC,1,0,0,,,凌,True,GOLD
rơi,淶,U+6DF6,1,0,0,,,淶,True,GOLD
rưới,洒,U+6D12,1,0,0,,,洒,True,GOLD
rượu,蹓,U+8E53,1,0,0,,,騮,True,GOLD
rạc,絡,U+7D61,1,0,0,,,洛,True,GOLD
rất,秩,U+79E9,1,0,0,,,死,True,GOLD
rậm,椹,U+6939,1,0,0,,,椹,True,GOLD
rằm,林,U+6797,1,0,0,,,林,True,GOLD
rằng,坺,U+577A,1,0,0,,,俟,True,GOLD
rẽ,礼,U+793C,1,0,0,,,礼,True,GOLD
rồng,竜,U+7ADC,1,0,0,,,𨺚,True,SILVER
sa,砂,U+7802,1,0,0,,,砂,True,GOLD
sa,磋,U+78CB,1,0,0,,,槎,True,GOLD
sang,創,U+5275,1,0,0,,,氣,True,SILVER
sanh,生,U+751F,1,0,0,,,生,True,GOLD
sau,婁,U+5A41,1,0,0,,,書,True,GOLD
sau,牢,U+7262,1,0,0,,,主,True,GOLD
so,芻,U+82BB,1,0,0,,,芻,True,GOLD
song,衝,U+885D,1,0,0,,,衝,True,GOLD
sà,沙,U+6C99,1,0,0,,,沙,True,GOLD
sành,生,U+751F,1,0,0,,,炷,True,SILVER
sách,册,U+518C,1,0,0,,,册,True,GOLD
sách,溹,U+6EB9,1,0,0,,,後,True,GOLD
sách,索,U+7D22,1,0,0,,,紫,True,GOLD
sái,差,U+5DEE,1,0,0,,,差,True,GOLD
sám,懴,U+61F4,1,0,0,,,懴,True,GOLD
sánh,並,U+4E26,1,0,0,,,並,True,GOLD
sân,顛,U+985B,1,0,0,,,歸,True,GOLD
sét,𩂶,U+290B6,1,0,0,,,露,True,GOLD
sóng,夲,U+5932,1,0,0,,,夲,True,GOLD
sót,卒,U+5352,1,0,0,,,李,True,SILVER
sôi,雷,U+96F7,1,0,0,,,雷,True,GOLD
sùi,淶,U+6DF6,1,0,0,,,灌,True,SILVER
súng,銃,U+9283,1,0,0,,,銃,True,GOLD
săn,詵,U+8A75,1,0,0,,,詵,True,GOLD
săn,駪,U+99EA,1,0,0,,,馳,True,GOLD
sĩ,士,U+58EB,1,0,0,,,士,True,GOLD
sư,師,U+5E2B,1,0,0,,,師,True,GOLD
sạch,歷,U+6B77,1,0,0,,,歷,True,GOLD
sạch,瀝,U+701D,1,0,0,,,瀝,True,GOLD
sải,仕,U+4ED5,1,0,0,,,仕,True,GOLD
sản,產,U+7522,1,0,0,,,產,True,GOLD
sầu,愁,U+6101,1,0,0,,,愁,True,GOLD
sắc,勅,U+52C5,1,0,0,,,勅,True,GOLD
sắn,産,U+7523,1,0,0,,,產,True,GOLD
sắt,𨫊,U+28ACA,1,0,0,,,鑲,True,GOLD
sệt,特,U+7279,1,0,0,,,悔,True,SILVER
sốt,律,U+5F8B,1,0,0,,,律,True,GOLD
sứ,使,U+4F7F,1,0,0,,,使,True,GOLD
sứt,叱,U+53F1,1,0,0,,,叱,True,GOLD
ta,仨,U+4EE8,1,0,0,,,二,True,GOLD
ta,埃,U+57C3,1,0,0,,,亝,True,GOLD
ta,差,U+5DEE,1,0,0,,,寿,True,GOLD
tai,腮,U+816E,1,0,0,,,腮,True,GOLD
tao,幍,U+5E4D,1,0,0,,,罡,True,GOLD
ten,先,U+5148,1,0,0,,,先,True,GOLD
than,嘆,U+5606,1,0,0,,,嘆,True,GOLD
than,歎,U+6B4E,1,0,0,,,歎,True,GOLD
thanh,清,U+6E05,1,0,0,,,清,True,GOLD
them,添,U+6DFB,1,0,0,,,添,False,SILVER
theo,嘵,U+5635,1,0,0,,,嘵,True,GOLD
thi,矢,U+77E2,1,0,0,,,末,True,GOLD
thi,诗,U+8BD7,1,0,0,,,寺,True,GOLD
thinh,清,U+6E05,1,0,0,,,清,True,GOLD
thiên,偏,U+504F,1,0,0,,,偏,True,GOLD
thiêng,声,U+58F0,1,0,0,,,声,True,GOLD
thiết,切,U+5207,1,0,0,,,切,True,GOLD
thoát,卒,U+5352,1,0,0,,,辛,True,GOLD
thoát,率,U+7387,1,0,0,,,率,True,GOLD
thoắt,率,U+7387,1,0,0,,,率,True,GOLD
tháng,𣎃,U+23383,1,0,0,,,胸,True,GOLD
thánh,咱,U+54B1,1,0,0,,,自,True,GOLD
tháo,操,U+64CD,1,0,0,,,操,True,GOLD
tháp,㙮,U+366E,1,0,0,,,㙮,True,GOLD
tháp,塔,U+5854,1,0,0,,,塔,True,GOLD
thâu,偷,U+5077,1,0,0,,,偷,True,GOLD
thê,棲,U+68F2,1,0,0,,,棲,True,GOLD
thêm,桼,U+687C,1,0,0,,,黍,True,GOLD
thì,㮛,U+3B9B,1,0,0,,,悢,True,GOLD
thì,塒,U+5852,1,0,0,,,曄,True,GOLD
thì,常,U+5E38,1,0,0,,,當,True,GOLD
thì,提,U+63D0,1,0,0,,,悵,True,GOLD
thì,时,U+65F6,1,0,0,,,母,True,GOLD
thì,茄,U+8304,1,0,0,,,亦,True,GOLD
thì,辰,U+8FB0,1,0,0,,,辰,True,GOLD
thì,𡗶,U+215F6,1,0,0,,,夲,True,GOLD
thìn,辰,U+8FB0,1,0,0,,,詩,True,SILVER
thí,辟,U+8F9F,1,0,0,,,辟,True,GOLD
thóc,秃,U+79C3,1,0,0,,,秃,True,GOLD
thôi,催,U+50AC,1,0,0,,,催,True,GOLD
thù,讐,U+8B90,1,0,0,,,讐,True,GOLD
thơm,𦹳,U+26E73,1,0,0,,,養,True,GOLD
thất,失,U+5931,1,0,0,,,失,True,GOLD
thần,臣,U+81E3,1,0,0,,,臣,True,GOLD
thầv,柴,U+67F4,1,0,0,,,柴,False,SILVER
thầy,賴,U+8CF4,1,0,0,,,樂,True,SILVER
thật,舌,U+820C,1,0,0,,,至,True,GOLD
thắt,紩,U+7D29,1,0,0,,,紩,True,GOLD
thế,𠀍,U+2000D,1,0,0,,,𠀍,True,GOLD
thịt,䏦,U+43E6,1,0,0,,,乕,True,GOLD
thịt,舌,U+820C,1,0,0,,,石,True,GOLD
thốt,説,U+8AAC,1,0,0,,,說,True,GOLD
thờ,於,U+65BC,1,0,0,,,餘,True,SILVER
thờ,烏,U+70CF,1,0,0,,,与,True,SILVER
thời,寺,U+5BFA,1,0,0,,,寺,True,GOLD
thời,時,U+6642,1,0,0,,,時,True,GOLD
thừa,餘,U+9918,1,0,0,,,竦,True,SILVER
ti,婢,U+5A62,1,0,0,,,娩,True,GOLD
tieng,省,U+7701,1,0,0,,,省,False,SILVER
tim,杺,U+677A,1,0,0,,,沁,True,GOLD
tiên,先,U+5148,1,0,0,,,先,True,GOLD
tiêu,摽,U+647D,1,0,0,,,摽,True,GOLD
tiêu,標,U+6A19,1,0,0,,,標,True,GOLD
tiếc,昔,U+6614,1,0,0,,,昔,True,GOLD
tiền,前,U+524D,1,0,0,,,前,True,GOLD
tiền,錢,U+9322,1,0,0,,,錢,True,GOLD
to,蘇,U+8607,1,0,0,,,蘇,True,GOLD
trai,粂,U+7C82,1,0,0,,,㪯,True,SILVER
tran,傳,U+50B3,1,0,0,,,傳,False,SILVER
trao,牢,U+7262,1,0,0,,,主,True,GOLD
tray,礼,U+793C,1,0,0,,,礼,False,SILVER
tren,連,U+9023,1,0,0,,,連,False,SILVER
treo,僚,U+50DA,1,0,0,,,僚,True,GOLD
tri,沱,U+6CB1,1,0,0,,,沉,True,GOLD
tro,烣,U+70E3,1,0,0,,,灰,True,GOLD
trong,共,U+5171,1,0,0,,,共,True,GOLD
trong,宫,U+5BAB,1,0,0,,,昂,True,GOLD
trong,工,U+5DE5,1,0,0,,,工,True,GOLD
troảis,列,U+5217,1,0,0,,,列,False,SILVER
truven,傳,U+50B3,1,0,0,,,傳,False,SILVER
truvện,傳,U+50B3,1,0,0,,,傳,False,SILVER
tràn,蘭,U+862D,1,0,0,,,蘭,True,GOLD
trách,窄,U+7A84,1,0,0,,,至,True,GOLD
trái,藾,U+85FE,1,0,0,,,蘋,True,GOLD
trái,責,U+8CAC,1,0,0,,,責,True,GOLD
trái,頼,U+983C,1,0,0,,,頼,True,GOLD
trán,旦,U+65E6,1,0,0,,,旦,True,GOLD
tránh,争,U+4E89,1,0,0,,,争,True,GOLD
trân,陣,U+9663,1,0,0,,,陣,True,GOLD
trò,路,U+8DEF,1,0,0,,,路,True,GOLD
trúc,竺,U+7AFA,1,0,0,,,竺,True,GOLD
trước,著,U+8457,1,0,0,,,妻,True,GOLD
trấn,鎮,U+93AE,1,0,0,,,鎮,True,GOLD
trấy,共,U+5171,1,0,0,,,共,False,SILVER
trằng,浪,U+6D6A,1,0,0,,,浪,False,SILVER
trọn,汷,U+6C77,1,0,0,,,伐,True,GOLD
trốn,循,U+5FAA,1,0,0,,,䏻,True,GOLD
trống,弄,U+5F04,1,0,0,,,弑,True,SILVER
trộm,滥,U+6EE5,1,0,0,,,温,True,GOLD
trộm,濫,U+6FEB,1,0,0,,,溫,True,GOLD
trộm,盗,U+76D7,1,0,0,,,盗,True,GOLD
trộn,論,U+8AD6,1,0,0,,,論,True,GOLD
trời,𢚸,U+226B8,1,0,0,,,壽,True,GOLD
trở,伹,U+4F39,1,0,0,,,伹,True,GOLD
trở,沮,U+6CAE,1,0,0,,,沮,True,GOLD
tu,鬏,U+9B0F,1,0,0,,,髮,True,GOLD
tua,須,U+9808,1,0,0,,,須,True,GOLD
tài,扌,U+624C,1,0,0,,,寸,True,GOLD
tàn,残,U+6B8B,1,0,0,,,残,True,GOLD
tác,作,U+4F5C,1,0,0,,,作,True,GOLD
tác,索,U+7D22,1,0,0,,,索,True,GOLD
tê,荠,U+8360,1,0,0,,,腎,True,GOLD
tình,情,U+60C5,1,0,0,,,情,True,GOLD
tính,生,U+751F,1,0,0,,,生,True,GOLD
tôi,的,U+7684,1,0,0,,,佗,True,GOLD
tôn,尊,U+5C0A,1,0,0,,,尊,True,GOLD
tư,𥝠,U+25760,1,0,0,,,𥝠,True,GOLD
tường,祥,U+7965,1,0,0,,,徉,True,GOLD
tượng,象,U+8C61,1,0,0,,,象,True,GOLD
tạc,作,U+4F5C,1,0,0,,,作,True,GOLD
tại,在,U+5728,1,0,0,,,在,True,GOLD
tấm,唚,U+551A,1,0,0,,,戞,True,GOLD
tấm,心,U+5FC3,1,0,0,,,心,True,GOLD
tầu,槽,U+69FD,1,0,0,,,槽,True,GOLD
tẩm,浸,U+6D78,1,0,0,,,浸,True,GOLD
tận,尽,U+5C3D,1,0,0,,,尽,True,GOLD
tắc,則,U+5247,1,0,0,,,則,True,GOLD
tắt,熄,U+7184,1,0,0,,,熄,True,GOLD
tắt,蹯,U+8E6F,1,0,0,,,燔,True,GOLD
tắt,𤎕,U+24395,1,0,0,,,燧,True,GOLD
tị,已,U+5DF2,1,0,0,,,已,True,GOLD
tịnh,净,U+51C0,1,0,0,,,净,True,GOLD
tịnh,浄,U+6D44,1,0,0,,,浄,True,GOLD
tốt,崒,U+5D12,1,0,0,,,崒,True,GOLD
tứ,四,U+56DB,1,0,0,,,四,True,GOLD
tức,息,U+606F,1,0,0,,,息,True,GOLD
từ,辝,U+8F9D,1,0,0,,,辝,True,GOLD
từ,辭,U+8FAD,1,0,0,,,辟,True,GOLD
uống,𠴝,U+20D1D,1,0,0,,,丑,True,GOLD
uớc,約,U+7D04,1,0,0,,,約,False,SILVER
vi,韋,U+97CB,1,0,0,,,韋,True,GOLD
vi,𨔻,U+2853B,1,0,0,,,𨔻,True,GOLD
viecay,役,U+5F79,1,0,0,,,役,False,SILVER
vit,曰,U+66F0,1,0,0,,,曰,False,SILVER
viếng,咏,U+548F,1,0,0,,,承,True,GOLD
vu,吁,U+5401,1,0,0,,,干,True,GOLD
và,巴,U+5DF4,1,0,0,,,巴,True,GOLD
vách,壁,U+58C1,1,0,0,,,壁,True,GOLD
ván,鈑,U+9211,1,0,0,,,飯,True,GOLD
vâng,𢀥,U+22025,1,0,0,,,昇,True,GOLD
vây,圍,U+570D,1,0,0,,,圍,True,GOLD
ví,譬,U+8B6C,1,0,0,,,譬,True,GOLD
vòng,忘,U+5FD8,1,0,0,,,忘,True,GOLD
võ,宇,U+5B87,1,0,0,,,字,True,GOLD
văng,荣,U+8363,1,0,0,,,荣,True,GOLD
vưa,皮,U+76AE,1,0,0,,,皮,False,SILVER
vượn,猿,U+733F,1,0,0,,,猿,True,GOLD
vượt,越,U+8D8A,1,0,0,,,越,True,GOLD
vạc,鑊,U+944A,1,0,0,,,鑊,True,GOLD
vải,罢,U+7F62,1,0,0,,,觸,True,SILVER
vật,𢪱,U+22AB1,1,0,0,,,𢪱,True,GOLD
vậy,物,U+7269,1,0,0,,,吻,True,GOLD
vắng,永,U+6C38,1,0,0,,,永,True,GOLD
về,皮,U+76AE,1,0,0,,,反,True,GOLD
về,衞,U+885E,1,0,0,,,衞,True,GOLD
vỏ,補,U+88DC,1,0,0,,,補,True,GOLD
vời,排,U+6392,1,0,0,,,排,True,GOLD
vợ,𡢼,U+218BC,1,0,0,,,嬙,True,GOLD
vững,任,U+4EFB,1,0,0,,,任,True,GOLD
wringhe,宜,U+5B9C,1,0,0,,,宜,False,SILVER
xi,蚩,U+86A9,1,0,0,,,蚩,True,GOLD
xinh,嗔,U+55D4,1,0,0,,,壅,True,SILVER
xiết,制,U+5236,1,0,0,,,制,True,GOLD
xong,衝,U+885D,1,0,0,,,衝,True,GOLD
xua,摳,U+6473,1,0,0,,,摳,True,GOLD
xuốngừ,自,U+81EA,1,0,0,,,自,False,SILVER
xá,赦,U+8D66,1,0,0,,,居,True,SILVER
xác,索,U+7D22,1,0,0,,,索,True,GOLD
xác,觳,U+89F3,1,0,0,,,嚴,True,GOLD
xông,衝,U+885D,1,0,0,,,衝,True,GOLD
xăng,真,U+771F,1,0,0,,,接,True,SILVER
xưng,秤,U+79E4,1,0,0,,,秆,True,GOLD
xương,倡,U+5021,1,0,0,,,冒,True,GOLD
xảy,侈,U+4F88,1,0,0,,,侈,True,GOLD
xấu,𨢄,U+28884,1,0,0,,,𨢄,True,GOLD
xẻ,侈,U+4F88,1,0,0,,,俊,True,SILVER
xở,處,U+8655,1,0,0,,,處,True,GOLD
xở,𠙚,U+2065A,1,0,0,,,𠙚,True,GOLD
xức,聀,U+8040,1,0,0,,,聊,True,SILVER
yêu,妖,U+5996,1,0,0,,,妖,True,GOLD
áo,教,U+6559,1,0,0,,,教,True,GOLD
áo,澳,U+6FB3,1,0,0,,,澳,True,GOLD
áo,燠,U+71E0,1,0,0,,,偰,True,GOLD
át,遏,U+904F,1,0,0,,,遏,True,GOLD
âm,喑,U+5591,1,0,0,,,喑,True,GOLD
âm,音,U+97F3,1,0,0,,,音,True,GOLD
âu,歐,U+6B50,1,0,0,,,歐,True,GOLD
ê,依,U+4F9D,1,0,0,,,依,True,GOLD
ê,𠲖,U+20C96,1,0,0,,,衣,True,GOLD
êm,奄,U+5944,1,0,0,,,奄,True,GOLD
ô,摀,U+6440,1,0,0,,,曷,True,GOLD
ô,汚,U+6C5A,1,0,0,,,汚,True,GOLD
ô,溩,U+6EA9,1,0,0,,,馮,True,GOLD
úi,畏,U+754F,1,0,0,,,畏,True,GOLD
út,乙,U+4E59,1,0,0,,,乙,True,GOLD
đan,单,U+5355,1,0,0,,,单,True,GOLD
đanh,釘,U+91D8,1,0,0,,,釘,True,GOLD
