ocr_char,syllable,n_rows,n_pages,n_books,tiers,char_in_dict,dict_readings_of_char,n_dict_chars_for_syllable,dict_chars_for_syllable,similar_hit,gold_count,verdict,true_char,sample_images
輝,sau,32,27,2,"REVIEW,SYLLABLE",True,hoe huy hùy vĩ,37,嗟 娄 婁 差 搂 楼 牢 畧 畱 瘥 窂 罒 荖 蹉 䁟 𡕘 𡘠 𡢐 𢀞 𢀠,,0,,,syllable/stt2_page_0210_c05_072.png syllable/stt2_page_0216_c01_010.png syllable/stt2_page_0230_c02_028.png syllable/stt2_page_0230_c03_050.png syllable/stt2_page_0230_c03_064.png
竈,xuống,31,28,3,"REVIEW,SYLLABLE",True,bếp diếu giáo khiếu khéo táo,17, 下 笹 𠁑 𠖈 𡬈 𨑜 𪧍 𫳭 𫴋 𬕹 𬺗 󰞘 󰡎 󱚏 󱟫 󱪞,,0,,,syllable/stt2_page_0094_c08_167.png syllable/stt4_page_0020_c03_043.png syllable/stt4_page_0040_c07_146.png syllable/stt4_page_0126_c07_146.png syllable/stt4_page_0168_c09_171.png
例,vua,31,20,2,"REVIEW,SYLLABLE",True,liệt loẹt lìa lít lướt lề lể lệ lệch lịt lời riệt,15,君 噖 𠀹 𠁈 𠱩 𠱭 𠱰 𠺞 𢁨 𢂜 𢃊 𤤰 𪻟 𪼀 󰯯,,7,,,syllable/stt4_page_0024_c09_188.png syllable/stt4_page_0026_c01_005.png syllable/stt4_page_0068_c02_039.png syllable/stt4_page_0068_c04_084.png syllable/stt4_page_0068_c05_109.png
個,vua,31,20,2,SYLLABLE,True,cá cái có rá,15,君 噖 𠀹 𠁈 𠱩 𠱭 𠱰 𠺞 𢁨 𢂜 𢃊 𤤰 𪻟 𪼀 󰯯,,6,,,syllable/stt2_page_0232_c08_140.png syllable/stt2_page_0238_c03_043.png syllable/stt2_page_0318_c03_057.png syllable/stt2_page_0318_c07_136.png syllable/stt4_page_0026_c01_009.png
方,đức,31,27,1,"REVIEW,SYLLABLE",True,bàng phăng phương phạng phỏng phổng phỗng vuông,21, 𱐩 𱝮 徳 德 恴 悳 惪 㤫 㥀 㥁 䙷 𢛳 𢜖 𢠀 𢤊 𨗌 𨗤 𭲖 󰆙,,4,,,syllable/stt11_page_0014_c01_005.png syllable/stt11_page_0026_c05_095.png syllable/stt11_page_0028_c09_178.png syllable/stt11_page_0070_c02_034.png syllable/stt11_page_0092_c02_027.png
茂,một,30,30,2,"REVIEW,SYLLABLE",True,mù mấu mầu mậu ngồng tốt,37,        𱥺 刎 圽 堆 墓 更 歾 歿 殁 殳 沒 没,,0,,,syllable/stt2_page_0014_c05_104.png syllable/stt2_page_0024_c08_167.png syllable/stt2_page_0030_c07_143.png syllable/stt2_page_0044_c05_087.png syllable/stt2_page_0046_c03_046.png
弄,toan,29,29,2,"REVIEW,SYLLABLE",True,chống giộng loàn luồng lòng lóng lùng lọng lỏng lồng lổng lộng,23, 撰 散 櫲 狻 痠 祘 笇 筭 算 酸 鑽 䝜 𡀜 𢌺 𤷥 𥫫 𥮅 𨢽 𨣪,,201,,,syllable/stt2_page_0104_c05_099.png syllable/stt2_page_0214_c02_039.png syllable/stt2_page_0258_c03_056.png syllable/stt2_page_0296_c01_017.png syllable/stt2_page_0320_c09_160.png
𭴾,vồ,29,24,2,SYLLABLE,False,,13,拊 捬 摹 撫 模 橅 釪 𢸮 𢺌 𢻬 𢻲 𨅮 𨑑,,0,,,syllable/stt2_page_0244_c08_142.png syllable/stt2_page_0246_c01_006.png syllable/stt2_page_0286_c06_103.png syllable/stt2_page_0316_c06_096.png syllable/stt2_page_0318_c05_085.png
祀,lấy,28,25,3,REVIEW,True,thờ tờ từ tự,24,   以 娎 拟 礼 禮 穊 豊 蹺 𠃞 𢬦 𤔑 𥘆 𥙩 𥛉 𥜨 𥜪 𥝏,,0,,,
乇,đã,28,25,2,REVIEW,True,ngước ngược thác thách thước thướt thốc trách,16,乑 也 卒 吏 吔 它 拖 易 胣 諸 陀 㐌 𠰹 𢒕 𣦁 𧭷,,0,,,
戈,cùng,27,21,1,"REVIEW,SYLLABLE",True,nhung qua quá quơ quạ quờ sang ờ,44,供 共 其 塘 廾 弯 強 拱 拲 珙 穷 穹 窮 竆 藭 蛩 蛬 邛 䓖 䠻,,39,,,syllable/stt11_page_0128_c03_062.png syllable/stt11_page_0128_c04_071.png syllable/stt11_page_0132_c02_034.png syllable/stt11_page_0150_c01_016.png syllable/stt11_page_0164_c02_027.png
䍐,là,27,23,3,REVIEW,True,hãn hắn hẳn,31,  𱺵 卥 号 囉 容 廾 時 浪 纙 罗 羅 買 邏 㼈 𢌬 𦉼 𦋝 𦌴,,0,,,
并,ông,27,18,2,SYLLABLE,True,bình bính phanh sánh tinh tính tỉnh tịnh,17, 嗡 東 王 翁 蓊 螉 鶲 䈵 𣸜 𩔚 𪂔 𪪳 󰎰 塕 滃 鹟,,1,,,syllable/stt2_page_0266_c02_037.png syllable/stt2_page_0280_c02_039.png syllable/stt2_page_0280_c03_054.png syllable/stt2_page_0280_c03_057.png syllable/stt2_page_0280_c08_165.png
罷,là,27,25,2,"REVIEW,SYLLABLE",True,bãi bì bảy bấy bời bởi bỡi mệt pho phó,31,  𱺵 卥 号 囉 容 廾 時 浪 纙 罗 羅 買 邏 㼈 𢌬 𦉼 𦋝 𦌴,,2,,,syllable/stt2_page_0014_c04_078.png syllable/stt2_page_0064_c07_122.png syllable/stt2_page_0066_c01_013.png syllable/stt2_page_0070_c02_024.png syllable/stt2_page_0074_c04_075.png
氏,ấy,26,24,2,"REVIEW,SYLLABLE",True,chi thi thì thị,32,𱍸 乙 倚 噫 娎 帝 悥 意 憶 椅 衣 衤 𠂎 𠋣 𠶷 𢡃 𧘇 𪬫 𫢚 󰀎,,1,,,syllable/stt2_page_0020_c08_162.png syllable/stt2_page_0280_c03_055.png syllable/stt2_page_0284_c04_072.png syllable/stt2_page_0288_c07_129.png syllable/stt2_page_0304_c08_148.png
平,băng,26,25,3,"REVIEW,SYLLABLE",True,biền bìn bình bường bằng bừng vàng,42,仌 冫 冰 凝 嘣 崩 弸 掤 斆 旁 水 氷 淜 漰 硼 絣 綳 繃 绷 蹦,,61,,,syllable/stt2_page_0012_c09_144.png syllable/stt2_page_0058_c05_108.png syllable/stt2_page_0058_c07_136.png syllable/stt2_page_0106_c05_089.png syllable/stt2_page_0126_c09_189.png
尽,trời,26,23,2,SYLLABLE,True,hết tần tẩn tẫn tận,13, 俼 天 旹 𠅜 𠳒 𡗶 𢚸 𣈗 𫯝 𫶸 󱞿 沈,,1,,,syllable/stt2_page_0216_c06_111.png syllable/stt11_page_0040_c02_036.png syllable/stt11_page_0044_c03_057.png syllable/stt11_page_0046_c05_060.png syllable/stt11_page_0052_c05_094.png
嘿,ra,25,23,3,SYLLABLE,True,hắc mắc mặc,37,    𱜂 出 加 囉 囖 威 廾 歯 羅 群 蔞 𠚢 𦉼 𦋦 𪜀 𪞷,,0,,,syllable/stt2_page_0086_c01_007.png syllable/stt2_page_0208_c02_026.png syllable/stt4_page_0176_c01_019.png syllable/stt11_page_0014_c04_077.png syllable/stt11_page_0014_c05_086.png
君,nơi,25,21,1,REVIEW,True,quân vua,13, 匕 厼 呢 坭 尼 巴 昵 泥 㞾 𡰱 𡲌 󱟼,,19,,,
奉,phượng,24,22,2,REVIEW,True,bóng bồng bổng phóng phụng vụng,11,凤 楓 鳯 鳳 鴌 鵬 䲶 𠤈 𢐴 𧱶 𪆍,,13,,,
祐,xem,24,20,2,SYLLABLE,True,hữu hựu,18, 佔 占 呫 姟 娂 瞻 袩 覘 貼 㡇 䀡 䄡 䦓 𤎥 𫀅 󰏙 󰠉,,0,,,syllable/stt2_page_0088_c03_043.png syllable/stt4_page_0012_c08_148.png syllable/stt4_page_0046_c02_041.png syllable/stt4_page_0046_c04_071.png syllable/stt4_page_0060_c01_012.png
在,chăng,24,21,3,REVIEW,True,dổ nhổ tại,26, 丕 仳 庄 庒 弡 張 拯 生 空 荘 莊 㔻 㽵 𠗎 𠦓 𠲕 𤕶 𤖄 𤖈,,1,,,
生,chẳng,24,22,2,REVIEW,True,chăng dính hư quê sanh sinh siêng sành sánh sình sính sống,36,   丕 丞 亟 仳 坤 基 庄 庒 払 承 抍 拯 撜 極 氶 荘 莊,,246,,,
尋,người,24,20,1,REVIEW,True,chầm giầm rầm tìm tòm tùm tầm tằm,20,仉 倘 儻 勜 匕 命 圤 徜 昆 皚 躺 辞 㝵 𠊚 𠊛 𣈗 𣈜 𤽗 𫴮 󱫱,,68,,,silver/stt4_page_0016_c02_023.png silver/stt4_page_0018_c06_094.png silver/stt4_page_0054_c08_165.png silver/stt4_page_0126_c05_094.png silver/stt4_page_0126_c05_105.png
遥,lạ,24,23,2,"REVIEW,SYLLABLE",True,dao diêu dìu rao,29, 吕 呂 囉 異 罗 羅 莒 逻 邏 𡄀 𡆗 𡚎 𤳧 𤴏 𦋝 𦌴 𦍉 𨓐 𨔍,,0,,,syllable/stt2_page_0026_c04_071.png syllable/stt2_page_0080_c02_034.png syllable/stt2_page_0166_c06_105.png syllable/stt2_page_0180_c07_123.png syllable/stt2_page_0196_c06_080.png
子,người,24,21,3,REVIEW,True,chích chỉ tí tít tý tể tở tử,20,仉 倘 儻 勜 匕 命 圤 徜 昆 皚 躺 辞 㝵 𠊚 𠊛 𣈗 𣈜 𤽗 𫴮 󱫱,,28,,,silver/stt2_page_0326_c05_082.png silver/stt4_page_0026_c08_156.png silver/stt4_page_0068_c06_121.png silver/stt4_page_0070_c01_009.png silver/stt4_page_0086_c01_011.png
庵,xuống,24,22,3,SYLLABLE,True,am ham hán im nghiễm om quảng xưởng êm ôm ươm,17, 下 笹 𠁑 𠖈 𡬈 𨑜 𪧍 𫳭 𫴋 𬕹 𬺗 󰞘 󰡎 󱚏 󱟫 󱪞,,3,,,syllable/stt2_page_0030_c09_180.png syllable/stt2_page_0046_c02_023.png syllable/stt2_page_0202_c02_025.png syllable/stt2_page_0202_c06_098.png syllable/stt2_page_0300_c04_063.png
要,ra,23,21,3,REVIEW,True,eo oeo ro yêu yếu éo,37,    𱜂 出 加 囉 囖 威 廾 歯 羅 群 蔞 𠚢 𦉼 𦋦 𪜀 𪞷,,19,,,
裔,trời,23,17,2,"REVIEW,SYLLABLE",True,duệ,13, 俼 天 旹 𠅜 𠳒 𡗶 𢚸 𣈗 𫯝 𫶸 󱞿 沈,,0,,,syllable/stt2_page_0234_c08_142.png syllable/stt2_page_0242_c04_062.png syllable/stt2_page_0246_c03_041.png syllable/stt2_page_0248_c07_113.png syllable/stt2_page_0252_c01_015.png
䆒,đem,23,21,3,SYLLABLE,True,cứu,28,   冘 剾 抌 眈 耽 躭 酖 鴆 𢲠 𨈔 𨈠 𨈦 𨈨 𨊍 𨊗 𨑴 𨑻,,0,,,syllable/stt2_page_0024_c09_183.png syllable/stt2_page_0064_c06_109.png syllable/stt2_page_0146_c01_002.png syllable/stt2_page_0230_c01_017.png syllable/stt2_page_0230_c07_133.png
詩,thì,23,22,2,"REVIEW,SYLLABLE",True,thi thơ tơ,56,𱢑 匙 埘 塒 寺 峕 常 提 时 旹 時 晨 曟 榯 氏 畤 秲 茄 莳 蒔,時 蒔,0,,,syllable/stt2_page_0026_c04_085.png syllable/stt2_page_0036_c07_120.png syllable/stt2_page_0054_c03_054.png syllable/stt2_page_0058_c04_075.png syllable/stt2_page_0088_c03_053.png
愈,trời,22,20,1,SYLLABLE,True,du dù dú dũ dẫu dỗ dụ gió giỗ nhũ rũ rủ,13, 俼 天 旹 𠅜 𠳒 𡗶 𢚸 𣈗 𫯝 𫶸 󱞿 沈,,9,,,syllable/stt4_page_0016_c01_004.png syllable/stt4_page_0040_c08_153.png syllable/stt4_page_0042_c02_036.png syllable/stt4_page_0058_c09_177.png syllable/stt4_page_0096_c05_108.png
罟,là,22,21,3,SYLLABLE,True,cổ,31,  𱺵 卥 号 囉 容 廾 時 浪 纙 罗 羅 買 邏 㼈 𢌬 𦉼 𦋝 𦌴,,0,,,syllable/stt2_page_0014_c09_199.png syllable/stt2_page_0028_c05_099.png syllable/stt2_page_0050_c08_170.png syllable/stt2_page_0056_c02_036.png syllable/stt2_page_0066_c02_024.png
丸,đem,22,21,3,SYLLABLE,True,giúp hoàn hòm hòn up xóp xắp,28,   冘 剾 抌 眈 耽 躭 酖 鴆 𢲠 𨈔 𨈠 𨈦 𨈨 𨊍 𨊗 𨑴 𨑻,,3,,,syllable/stt2_page_0042_c01_012.png syllable/stt2_page_0092_c08_180.png syllable/stt2_page_0152_c05_088.png syllable/stt2_page_0240_c03_053.png syllable/stt4_page_0022_c03_051.png
厅,đức,22,17,1,SYLLABLE,True,sảnh thinh thính,21, 𱐩 𱝮 徳 德 恴 悳 惪 㤫 㥀 㥁 䙷 𢛳 𢜖 𢠀 𢤊 𨗌 𨗤 𭲖 󰆙,,0,,,syllable/stt11_page_0014_c07_131.png syllable/stt11_page_0016_c09_192.png syllable/stt11_page_0020_c04_080.png syllable/stt11_page_0020_c08_173.png syllable/stt11_page_0034_c03_058.png
噐,là,22,20,2,"REVIEW,SYLLABLE",True,khí,31,  𱺵 卥 号 囉 容 廾 時 浪 纙 罗 羅 買 邏 㼈 𢌬 𦉼 𦋝 𦌴,,3,,,syllable/stt2_page_0282_c08_157.png syllable/stt4_page_0016_c05_106.png syllable/stt4_page_0038_c01_010.png syllable/stt4_page_0062_c05_098.png syllable/stt4_page_0072_c05_062.png
兵,cùng,22,22,2,REVIEW,True,banh binh bành bênh bưng quân,44,供 共 其 塘 廾 弯 強 拱 拲 珙 穷 穹 窮 竆 藭 蛩 蛬 邛 䓖 䠻,其,3,,,gold/stt2_page_0048_c06_103.png gold/stt2_page_0058_c04_083.png gold/stt2_page_0120_c06_112.png gold/stt2_page_0122_c07_132.png gold/stt2_page_0142_c09_169.png
祠,vua,21,14,2,SYLLABLE,True,thờ tờ từ tự,15,君 噖 𠀹 𠁈 𠱩 𠱭 𠱰 𠺞 𢁨 𢂜 𢃊 𤤰 𪻟 𪼀 󰯯,,0,,,syllable/stt2_page_0232_c01_000.png syllable/stt4_page_0024_c09_176.png syllable/stt4_page_0068_c05_115.png syllable/stt4_page_0070_c08_156.png syllable/stt4_page_0086_c02_024.png
末,mát,21,15,3,"REVIEW,SYLLABLE",True,mượt mạt mất mắc mắt mặt mết mệt,5,沫 𠖾 𧉿 𩗂 𫖼,,285,,,syllable/stt2_page_0146_c05_071.png syllable/stt2_page_0146_c09_162.png syllable/stt2_page_0260_c09_159.png syllable/stt2_page_0262_c01_002.png syllable/stt2_page_0262_c04_072.png
团,bấy,21,21,3,SYLLABLE,True,đoàn,34,卑 悲 曊 碑 罢 罷 貝 買 閇 閈 閉 闭 䠋 𠇍 𠐌 𠾚 𡭼 𡮁 𤰞 𥓓,,0,,,syllable/stt2_page_0022_c07_140.png syllable/stt2_page_0100_c08_127.png syllable/stt2_page_0234_c02_021.png syllable/stt2_page_0324_c05_091.png syllable/stt4_page_0294_c07_146.png
國,có,21,19,2,"REVIEW,SYLLABLE",True,cuốc hoắc hoặc nước quốc vi ốc,15,世 个 個 古 同 固 堵 故 杏 沛 窖 箇 者 𣎏 󰡏,,2,,,syllable/stt4_page_0052_c04_066.png syllable/stt4_page_0054_c04_072.png syllable/stt4_page_0058_c08_160.png syllable/stt4_page_0060_c01_011.png syllable/stt4_page_0076_c04_068.png
石,chịu,21,17,2,REVIEW,True,sạch thạch thệu đá đán đạn,8,受 召 邵 𠮥 𠮦 𠹾 𠺥 𥃝,,0,,,
八,ấy,21,21,2,SYLLABLE,True,bát bét bít bắt bịt bớt cửu quĩ quỹ xốc,32,𱍸 乙 倚 噫 娎 帝 悥 意 憶 椅 衣 衤 𠂎 𠋣 𠶷 𢡃 𧘇 𪬫 𫢚 󰀎,,0,,,syllable/stt2_page_0236_c06_111.png syllable/stt2_page_0244_c04_063.png syllable/stt2_page_0256_c05_090.png syllable/stt2_page_0278_c07_124.png syllable/stt2_page_0284_c05_090.png
韋,và,20,18,3,REVIEW,True,hòi hồi vi vy,17,叵 吧 和 喡 巴 為 頗 𠄧 𡂄 𡝕 𢯓 𢯠 𢽼 𣀟 𩑼 𪽡 𬏓,喡,1,,,gold/stt2_page_0012_c04_053.png gold/stt4_page_0014_c02_036.png gold/stt4_page_0016_c06_128.png gold/stt4_page_0016_c08_166.png gold/stt4_page_0030_c01_005.png
不,vậy,20,18,3,REVIEW,True,bí bĩ bưu bất bỉ bứt phi phu phầu phủ than,8,丕 仳 呸 物 特 盃 㔻 𠦓,丕,4,,,gold/stt2_page_0052_c03_059.png gold/stt2_page_0118_c03_061.png gold/stt2_page_0162_c01_008.png gold/stt2_page_0164_c01_008.png gold/stt2_page_0180_c03_048.png
厕,trời,20,17,1,SYLLABLE,True,sí trắc xí,13, 俼 天 旹 𠅜 𠳒 𡗶 𢚸 𣈗 𫯝 𫶸 󱞿 沈,,0,,,syllable/stt4_page_0014_c04_073.png syllable/stt4_page_0018_c02_024.png syllable/stt4_page_0024_c05_090.png syllable/stt4_page_0032_c04_064.png syllable/stt4_page_0090_c02_027.png
置,mới,20,19,2,SYLLABLE,True,trí,23,𱺵 厶 另 埋 某 梅 皮 蛽 貝 買 賀 㵋 𠇍 𡤓 𡤔 𧵽 𪚾 𪦲 𬔫 󰋇,,0,,,syllable/stt2_page_0030_c05_108.png syllable/stt2_page_0076_c05_092.png syllable/stt2_page_0138_c04_077.png syllable/stt2_page_0184_c03_040.png syllable/stt2_page_0294_c01_006.png
解,năm,20,19,2,"REVIEW,SYLLABLE",True,cởi dải giái giãi giải giới nghĩa sõi ái ãi ải ới,19, 南 年 朩 璏 秊 䄭 𠄼 𠡦 𠦅 𠦚 𠫺 𠬋 𢆥 𦼌 𫡵 𫧣 𫷜 󱙌,,0,,,syllable/stt2_page_0088_c07_137.png syllable/stt2_page_0102_c05_091.png syllable/stt2_page_0106_c03_035.png syllable/stt2_page_0140_c02_030.png syllable/stt2_page_0158_c03_051.png
粤,ra,20,18,1,REVIEW,True,việt,37,    𱜂 出 加 囉 囖 威 廾 歯 羅 群 蔞 𠚢 𦉼 𦋦 𪜀 𪞷,,0,,,
重,trong,20,20,3,"REVIEW,SYLLABLE",True,chung chuồng chuộng chòng chõng chùng chồng giọng nặng thụng tròng trùng,52,  中 仲 共 冲 塚 宫 宮 工 沖 滝 珕 瑇 番 盅 祌 衝 鐧 龍,盅,262,,,syllable/stt2_page_0022_c07_139.png syllable/stt2_page_0060_c05_107.png syllable/stt2_page_0086_c03_049.png syllable/stt2_page_0166_c03_055.png syllable/stt2_page_0198_c06_096.png
何,a,20,15,2,REVIEW,True,gã hà hờ,118,丫 了 亜 亞 兮 呀 呵 哑 啊 啞 嗄 堊 妸 娿 婀 婐 婭 客 屙 惡,呵 妸 阿,0,,,
直,nghe,20,19,3,REVIEW,True,chợt chực sực trị trịa trực,24,儀 冝 宐 宜 浪 牐 義 賖 㝖 𠖃 𠣨 𠵌 𡧧 𡨆 𡪀 𡪏 𢪀 𣦍 𥪺 𥫃,冝 宜,1,,,
林,lem,20,20,3,SYLLABLE,True,lim lom lum lâm lùm lăm lầm lắm rầm rậm rằm trăm,10,廉 淋 溓 濓 痳 霖 𥋲 𩱬 󰯡 󱠩,,36,,,syllable/stt2_page_0028_c07_151.png syllable/stt2_page_0030_c02_044.png syllable/stt2_page_0124_c01_001.png syllable/stt2_page_0126_c08_158.png syllable/stt2_page_0128_c08_169.png
對,cả,19,18,2,"REVIEW,SYLLABLE",True,dối nhói rối tối tụi đói đôi đối đổi đỗi,11,仍 哿 垰 奇 架 竒 𠵲 𪥘 󱝝 󱝮 󱼓,,1,,,syllable/stt4_page_0014_c04_086.png syllable/stt4_page_0030_c09_186.png syllable/stt4_page_0030_c09_189.png syllable/stt4_page_0034_c01_014.png syllable/stt4_page_0100_c04_069.png
馬,vì,19,18,2,"REVIEW,SYLLABLE",True,mã mả mở mỡ mứa mựa ngựa,7,位 為 爲 𠸠 𡸏 𦥮 󰩄,,6,,,syllable/stt2_page_0030_c06_130.png syllable/stt2_page_0052_c06_112.png syllable/stt2_page_0074_c08_166.png syllable/stt2_page_0074_c09_182.png syllable/stt2_page_0076_c06_106.png
景,người,19,17,2,REVIEW,True,cánh cản cảnh khảnh kiểng kiễng kẻng ngoảnh ngảnh ảnh,20,仉 倘 儻 勜 匕 命 圤 徜 昆 皚 躺 辞 㝵 𠊚 𠊛 𣈗 𣈜 𤽗 𫴮 󱫱,,1,,,silver/stt2_page_0054_c01_010.png silver/stt2_page_0064_c04_074.png silver/stt2_page_0068_c02_032.png silver/stt2_page_0070_c02_009.png silver/stt2_page_0078_c02_022.png
困,bấy,19,19,2,REVIEW,True,khuôn khốn khổn,34,卑 悲 曊 碑 罢 罷 貝 買 閇 閈 閉 闭 䠋 𠇍 𠐌 𠾚 𡭼 𡮁 𤰞 𥓓,,76,,,
兹,nhà,18,18,3,REVIEW,True,ty tư từ,19,伽 傢 如 宊 家 牙 芽 茄 茹 䋈 𠖔 𡧚 𡩀 𡩅 𡩙 𡩚 𡩵 𨔽 󰕒,,0,,,
哈,hai,18,15,3,SYLLABLE,True,cáp cóp cụp ha hà hát hét hít hóp hết họp hộp,18, 侼 台 咍 怡 檯 瓵 臺 邰 颱 鮐 㣍 𠄩 𠄽 𠘭 𡐬 𪱜 󰀘,,1,,,syllable/stt2_page_0068_c01_006.png syllable/stt2_page_0078_c07_138.png syllable/stt2_page_0108_c04_072.png syllable/stt2_page_0108_c06_092.png syllable/stt2_page_0108_c08_125.png
从,ấy,18,15,1,SYLLABLE,True,thung tung tòng tùng túng tụng,32,𱍸 乙 倚 噫 娎 帝 悥 意 憶 椅 衣 衤 𠂎 𠋣 𠶷 𢡃 𧘇 𪬫 𫢚 󰀎,,0,,,syllable/stt11_page_0026_c05_088.png syllable/stt11_page_0028_c01_011.png syllable/stt11_page_0028_c06_124.png syllable/stt11_page_0030_c03_054.png syllable/stt11_page_0030_c06_111.png
曷,rầy,18,15,2,REVIEW,True,hạt hột hợt át,9,唻 喍 淶 𠮹 𣈙 𧍍 𧍐 𫪁 󱛾,,0,,,
色,vào,18,17,2,REVIEW,True,hình sắc sắo sắt sặc,28,侟 入 冲 包 旦 桃 爫 瓢 皮 込 㼼 𠓨 𠬱 𠰎 𡰻 𣪉 𤕉 𤬟 𤬡 𤬢,,3,,,
嚶,ra,18,17,2,SYLLABLE,True,anh inh,37,    𱜂 出 加 囉 囖 威 廾 歯 羅 群 蔞 𠚢 𦉼 𦋦 𪜀 𪞷,,0,,,syllable/stt2_page_0330_c09_151.png syllable/stt11_page_0018_c09_160.png syllable/stt11_page_0036_c06_103.png syllable/stt11_page_0044_c08_139.png syllable/stt11_page_0048_c05_086.png
庒,chắng,18,18,2,SYLLABLE,True,chan chang chăng chẳng da dưa dặng giằng trang đồ,1,𪭽,,341,,,syllable/stt2_page_0326_c07_127.png syllable/stt11_page_0022_c03_051.png syllable/stt11_page_0050_c04_072.png syllable/stt11_page_0052_c03_055.png syllable/stt11_page_0106_c09_178.png
度,một,18,17,1,REVIEW,True,dác dạc trạch đo đác đò đù đạc đọ đồ độ đợ,37,        𱥺 刎 圽 堆 墓 更 歾 歿 殁 殳 沒 没,,3,,,
困,hèn,18,18,3,REVIEW,True,khuôn khốn khổn,22, 咹 臤 賢 贒 閑 閒 閖 闲 㘋 䝨 䦥 𠍦 𠤕 𡮷 𡮺 𢤞 𪬡 𫎤 󰬃,,76,,,
昇,là,17,15,2,REVIEW,True,thăng thưng,31,  𱺵 卥 号 囉 容 廾 時 浪 纙 罗 羅 買 邏 㼈 𢌬 𦉼 𦋝 𦌴,,0,,,
怖,phải,17,17,3,REVIEW,True,bỏ bố phố,30,仕 伂 塊 折 拜 拝 朝 沛 派 芾 霈 㳈 𡴬 𢪙 𢫶 𢮠 𢰛 𢱭 𢳎 𢴽,伂,0,,,gold/stt2_page_0042_c02_033.png gold/stt2_page_0056_c07_154.png gold/stt2_page_0212_c06_083.png gold/stt4_page_0030_c02_044.png gold/stt4_page_0080_c08_164.png
芒,là,17,17,2,"REVIEW,SYLLABLE",True,man mang mong màng máng mãng măng mưng mường vong,31,  𱺵 卥 号 囉 容 廾 時 浪 纙 罗 羅 買 邏 㼈 𢌬 𦉼 𦋝 𦌴,,0,,,syllable/stt2_page_0052_c08_157.png syllable/stt2_page_0060_c04_079.png syllable/stt2_page_0076_c06_125.png syllable/stt2_page_0078_c04_068.png syllable/stt2_page_0082_c04_079.png
莒,đầy,17,15,2,SYLLABLE,True,cử lạ lữ rữa,16,台 提 柴 箈 苔 菭 薹 䈚 𠫅 𠫆 𣹓 𧀟 𨃐 𪞅 󰐗 󰮙,,0,,,syllable/stt2_page_0276_c01_008.png syllable/stt11_page_0040_c09_201.png syllable/stt11_page_0062_c06_120.png syllable/stt11_page_0066_c09_172.png syllable/stt11_page_0068_c03_054.png
切,chém,17,15,3,"REVIEW,SYLLABLE",True,siết thiếc thiết thét thướt thế thớt xiết,22,剣 剱 劍 劎 劒 劔 占 呫 斬 釰 釼 鉆 鐱 㓠 𠛤 𠝏 𠠆 𡃍 𪟂 𫥸,,1,,,syllable/stt2_page_0170_c04_066.png syllable/stt2_page_0204_c08_137.png syllable/stt2_page_0330_c04_066.png syllable/stt2_page_0330_c04_076.png syllable/stt4_page_0084_c02_026.png
乔,trời,17,16,2,SYLLABLE,True,kiều,13, 俼 天 旹 𠅜 𠳒 𡗶 𢚸 𣈗 𫯝 𫶸 󱞿 沈,,0,,,syllable/stt2_page_0246_c07_120.png syllable/stt2_page_0260_c07_126.png syllable/stt2_page_0306_c07_122.png syllable/stt11_page_0060_c06_110.png syllable/stt11_page_0066_c09_190.png
勿,đức,17,14,1,SYLLABLE,True,vất vẩn vẫn vật vắt vặt vớt,21, 𱐩 𱝮 徳 德 恴 悳 惪 㤫 㥀 㥁 䙷 𢛳 𢜖 𢠀 𢤊 𨗌 𨗤 𭲖 󰆙,,0,,,syllable/stt11_page_0086_c04_062.png syllable/stt11_page_0142_c05_101.png syllable/stt11_page_0144_c07_135.png syllable/stt11_page_0150_c05_102.png syllable/stt11_page_0164_c05_081.png
花,lấy,17,16,2,REVIEW,True,hoa huê huế hóa họa oa,24,   以 娎 拟 礼 禮 穊 豊 蹺 𠃞 𢬦 𤔑 𥘆 𥙩 𥛉 𥜨 𥜪 𥝏,𢬦,24,,,gold/stt4_page_0186_c09_169.png gold/stt4_page_0300_c08_156.png gold/stt11_page_0018_c04_068.png gold/stt11_page_0048_c09_186.png gold/stt11_page_0056_c01_015.png
与,nghi,17,15,3,REVIEW,True,dư dữ dự giữ đử,45,𱎹 仪 儀 儗 冝 宐 宜 嶷 檥 沂 溰 狋 疑 義 翝 艤 蛪 蜺 觺 霓,,68,,,
宋,cho,17,17,2,REVIEW,True,tróng tống,12, 咮 埃 木 朱 株 沫 渚 濐 硃 陼 㵭,咮 朱,0,,,gold/stt11_page_0068_c03_044.png gold/stt11_page_0072_c02_027.png gold/stt11_page_0090_c04_090.png gold/stt11_page_0094_c02_030.png gold/stt11_page_0110_c07_147.png
夲,trời,17,14,2,REVIEW,True,bản bốn bổn bộn bủn sóng thao vỏn vốn,13, 俼 天 旹 𠅜 𠳒 𡗶 𢚸 𣈗 𫯝 𫶸 󱞿 沈,𡗶,1,,,gold/stt2_page_0246_c05_095.png gold/stt2_page_0290_c08_145.png gold/stt11_page_0058_c08_157.png gold/stt11_page_0172_c06_082.png gold/stt11_page_0192_c03_057.png
