sample_id,image,book,page,column,ocr_char,syllable,label,tier,rule,bbox,crop_w,crop_h,R_candidates,R_size,ocr_in_R,pred,sec,pred_cjk,n_cjk,one_cjk,first,first_in_R,any_in_R,eq_kinh,first_in_vocab,kinh_in_R,is_empty,latin,multi,no_cjk
M3_0288,gold/stt2_page_0318_c04_063.png,stt2,page_0318,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1004, 991, 1105, 1119]",123,156,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.190,,0,False,,False,False,False,False,True,True,False,False,True
M3_0289,gold/stt2_page_0310_c03_040.png,stt2,page_0310,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1149, 490, 1247, 600]",101,111,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.792,,0,False,,False,False,False,False,True,True,False,False,True
M3_0290,gold/stt2_page_0272_c05_082.png,stt2,page_0272,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[840, 562, 951, 689]",124,157,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.190,,0,False,,False,False,False,False,True,True,False,False,True
M3_0291,gold/stt11_page_0134_c02_038.png,stt11,page_0134,2,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1319, 1821, 1432, 1938]",114,138,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.992,,0,False,,False,False,False,False,True,True,False,False,True
M3_0292,gold/stt2_page_0044_c04_077.png,stt2,page_0044,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[954, 1807, 1061, 1919]",112,130,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.966,,0,False,,False,False,False,False,True,True,False,False,True
M3_0293,gold/stt4_page_0094_c04_075.png,stt4,page_0094,4,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[650, 755, 723, 834]",77,97,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.553,,0,False,,False,False,False,False,True,True,False,False,True
M3_0294,gold/stt2_page_0180_c08_137.png,stt2,page_0180,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[354, 927, 464, 1065]",114,155,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.182,,0,False,,False,False,False,False,True,True,False,False,True
M3_0295,gold/stt2_page_0184_c08_136.png,stt2,page_0184,8,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[399, 1689, 504, 1812]",119,146,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.008,,0,False,,False,False,False,False,True,True,False,False,True
M3_0296,gold/stt4_page_0104_c03_058.png,stt4,page_0104,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[752, 1348, 824, 1407]",73,70,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.446,,0,False,,False,False,False,False,True,True,False,False,True
M3_0297,gold/stt2_page_0240_c05_087.png,stt2,page_0240,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[854, 1579, 962, 1702]",128,151,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.204,,0,False,,False,False,False,False,True,True,False,False,True
M3_0298,gold/stt2_page_0056_c03_058.png,stt2,page_0056,3,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[1114, 1929, 1220, 2049]",114,143,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,1.119,,0,False,,False,False,False,False,True,True,False,False,True
M3_0299,gold/stt4_page_0280_c05_105.png,stt4,page_0280,5,㝵,người,㝵,GOLD,s1_inter_s2_direct,"[565, 981, 636, 1048]",64,72,仉|倘|儻|勜|匕|命|圤|徜|昆|皚|躺|辞|㝵|𠊚|𠊛|𣈗|𣈜|𤽗|𫴮|󱫱,20,True,,0.402,,0,False,,False,False,False,False,True,True,False,False,True
